Mods count: 158
 
jar name                                                                               | mod id (isMCreator)                                      | mixin configs
    /META-INF/jars/energy-2.2.0.jar                                                    | team_reborn_energy                                       | 
polymorph-fabric-0.49.10+1.20.1.jar                                                    | polymorph                                                | polymorph.fabric.mixins.json, polymorph.mixins.json, polymorph-integrations.fabric.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.1.jar                                  | cardinal-components-base                                 | 
    /META-INF/jars/cardinal-components-block-5.2.1.jar                                 | cardinal-components-block                                | mixins.cardinal_components_block.json
    /META-INF/jars/cardinal-components-entity-5.2.1.jar                                | cardinal-components-entity                               | mixins.cardinal_components_entity.json
    /META-INF/jars/cardinal-components-item-5.2.1.jar                                  | cardinal-components-item                                 | mixins.cardinal_components_item.json
    /META-INF/jars/spectrelib-fabric-0.13.17+1.20.1.jar                                | spectrelib                                               | spectrelib.mixins.json
        /META-INF/jars/core-3.6.7.jar                                                  | com_electronwill_night-config_core                       | 
        /META-INF/jars/toml-3.6.7.jar                                                  | com_electronwill_night-config_toml                       | 
PresenceFootsteps-1.10.1+1.20.1.jar                                                    | presencefootsteps                                        | presencefootsteps.mixin.json, presencefootsteps.mixin.refmap.json
    /META-INF/jars/kirin-1.15.6+1.20.1.jar                                             | kirin                                                    | kirin.mixin.refmap.json, kirin.mixin.json
PuzzlesLib-v8.1.33-1.20.1-Fabric.jar                                                   | puzzleslib                                               | puzzleslib.common.mixins.json, puzzleslib.fabric.mixins.json
    /META-INF/jars/puzzlesaccessapi-fabric-20.1.1.jar                                  | puzzlesaccessapi                                         | puzzlesaccessapi.common.mixins.json, puzzlesaccessapi.fabric.mixins.json
RebornCore-5.8.15.jar                                                                  | reborncore                                               | reborncore.client.mixins.json, reborncore.common.mixins.json
    /META-INF/jars/energy-3.0.0.jar                                                    | team_reborn_energy                                       | 
rechiseled-1.2.4-fabric-mc1.20.1.jar                                                   | rechiseled                                               | rechiseled.mixins.json
rechiseledcreate-1.1.0-fabric-mc1.20.1.jar                                             | rechiseledcreate                                         | rechiseledcreate.mixins.json
recipeessentials-fabric-1.20.1-4.1.jar                                                 | recipeessentials                                         | recipeessentials.mixins.json
reeses_sodium_options-1.7.2+mc1.20.1-build.101.jar                                     | reeses-sodium-options                                    | reeses-sodium-options.mixins.json
resourcefullib-fabric-1.20.1-2.1.29.jar                                                | resourcefullib                                           | resourcefullib.mixins.json
    /META-INF/jars/yabn-1.0.3.jar                                                      | com_teamresourceful_yabn                                 | 
    /META-INF/jars/bytecodecs-1.0.2.jar                                                | com_teamresourceful_bytecodecs                           | 
rhino-fabric-2001.2.3-build.10.jar                                                     | rhino                                                    | rhino-common.mixins.json
scalable-cats-force-fabric-3.1.8.jar                                                   | kotori_scala                                             | 
    /META-INF/jars/cats-core_3-2.13.0-kotori.jar                                       | org_typelevel_cats-core_3                                | 
    /META-INF/jars/cats-free_3-2.13.0-kotori.jar                                       | org_typelevel_cats-free_3                                | 
    /META-INF/jars/cats-kernel_3-2.13.0-kotori.jar                                     | org_typelevel_cats-kernel_3                              | 
    /META-INF/jars/scala-library-2.13.16.jar                                           | org_scala-lang_scala-library                             | 
    /META-INF/jars/scala3-library_3-3.7.1.jar                                          | org_scala-lang_scala3-library_3                          | 
Searchables-fabric-1.20.1-1.0.3.jar                                                    | searchables                                              | searchables.fabric.mixins.json, searchables.mixins.json
server-essentials-1.2.0.jar                                                            | fabric-server-essentials                                 | fabric-server-essentials.mixins.json
    /META-INF/jars/fabric-permissions-api-0.2-SNAPSHOT.jar                             | fabric-permissions-api-v0                                | 
    /META-INF/jars/omega-config-base-1.4.0+1.20.1.jar                                  | omega-config                                             | omega-config.mixins.json
skinlayers3d-fabric-1.10.2-mc1.20.1.jar                                                | skinlayers3d                                             | skinlayers3d.mixins.json, skinlayers3d.refmap.mixins.json
    /META-INF/jars/TRansition-1.0.13-1.20.1-fabric-SNAPSHOT.jar                        | transition                                               | transition.mixins.json, transition.refmap.mixins.json
    /META-INF/jars/TRender-1.0.10-1.20.1-fabric-SNAPSHOT.jar                           | trender                                                  | trender.mixins.json, trender.refmap.mixins.json
sliceanddice-fabric-3.5.2.jar                                                          | sliceanddice                                             | sliceanddice.mixins.json
sodium-extra-0.5.9+mc1.20.1.jar                                                        | sodium-extra                                             | sodium-extra.mixins.json
    /META-INF/jars/CaffeineConfig-1.3.0+1.17.jar                                       | caffeineconfig                                           | 
sodium-fabric-0.5.13+mc1.20.1.jar                                                      | sodium                                                   | sodium.mixins.json
    /META-INF/jars/fabric-api-base-0.4.31+1802ada577.jar                               | fabric-api-base                                          | 
    /META-INF/jars/fabric-block-view-api-v2-1.0.1+1802ada577.jar                       | fabric-block-view-api-v2                                 | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json
    /META-INF/jars/fabric-rendering-data-attachment-v1-0.3.37+92a0d36777.jar           | fabric-rendering-data-attachment-v1                      | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json
    /META-INF/jars/fabric-rendering-fluids-v1-3.0.28+1802ada577.jar                    | fabric-rendering-fluids-v1                               | fabric-rendering-fluids-v1.mixins.json
    /META-INF/jars/fabric-resource-loader-v0-0.11.11+fb82e9d777.jar                    | fabric-resource-loader-v0                                | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json
sophisticatedbackpacks-1.20.1-3.23.4.5.110.jar                                         | sophisticatedbackpacks                                   | sophisticatedbackpacks.mixins.json, compat/sophisticatedbackpacks.litematica.mixins.json
sophisticatedcore-1.20.1-1.2.7.15.166.jar                                              | sophisticatedcore                                        | sophisticatedcore.mixins.json, compat/litematica.mixins.json, porting_lib/base.mixins.json
    /META-INF/jars/energy-3.0.0.jar                                                    | team_reborn_energy                                       | 
    /META-INF/jars/extensions-2.3.2+1.20.1.jar                                         | porting_lib_extensions                                   | porting_lib_extensions.mixins.json
        /META-INF/jars/porting_lib_common-2.3.2+1.20.1.jar                             | porting_lib_common                                       | porting_lib_common.mixins.json
        /META-INF/jars/reach-entity-attributes-2.4.0.jar                               | reach-entity-attributes                                  | mixins.reach-entity-attributes.json
        /META-INF/jars/porting_lib_accessors-2.3.2+1.20.1.jar                          | porting_lib_accessors                                    | porting_lib_accessors.mixins.json
        /META-INF/jars/porting_lib_attributes-2.3.2+1.20.1.jar                         | porting_lib_attributes                                   | porting_lib_attributes.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/fluids-2.3.2+1.20.1.jar                                             | porting_lib_fluids                                       | porting_lib_fluids.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/loot-2.3.2+1.20.1.jar                                               | porting_lib_loot                                         | porting_lib_loot.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
        /META-INF/jars/porting_lib_lazy_registration-2.3.2+1.20.1.jar                  | porting_lib_lazy_registration                            | 
    /META-INF/jars/model_loader-2.3.2+1.20.1.jar                                       | porting_lib_model_loader                                 | porting_lib_model_loader.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/networking-2.3.2+1.20.1.jar                                         | porting_lib_networking                                   | 
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/tool_actions-2.3.2+1.20.1.jar                                       | porting_lib_tool_actions                                 | porting_lib_tool_actions.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
    /META-INF/jars/transfer-2.3.2+1.20.1.jar                                           | porting_lib_transfer                                     | porting_lib_transfer.mixins.json
        /META-INF/jars/porting_lib_core-2.3.2+1.20.1.jar                               | porting_lib_core                                         | 
        /META-INF/jars/porting_lib_fluids-2.3.2+1.20.1.jar                             | porting_lib_fluids                                       | porting_lib_fluids.mixins.json
sound-physics-remastered-fabric-1.20.1-1.5.1.jar                                       | sound_physics_remastered                                 | sound_physics_remastered.mixins.json
spark-1.10.53-fabric.jar                                                               | spark                                                    | spark.mixins.json
    /META-INF/jars/fabric-permissions-api-0.1-SNAPSHOT.jar                             | fabric-permissions-api-v0                                | 
spiceoffabric-1.6.2+mc1.20.1.jar                                                       | spiceoffabric                                            | spiceoffabric.mixins.json
    /META-INF/jars/capsaicin-1.20-1.3.3+mc1.20.1.jar                                   | capsaicin                                                | capsaicin.mixins.json
    /META-INF/jars/coat-1.20-1.0.0-beta.20+mc1.20-pre1.jar                             | coat                                                     | 
    /META-INF/jars/tweed4-annotated-1.20-1.3.1+mc1.20-pre1.jar                         | tweed4_annotated                                         | 
    /META-INF/jars/tweed4-base-1.20-1.7.1+mc1.20-pre1.jar                              | tweed4_base                                              | tweed4_base.mixin.json
    /META-INF/jars/tweed4-data-1.20-1.2.1+mc1.20-pre1.jar                              | tweed4_data                                              | 
    /META-INF/jars/tweed4-data-hjson-1.20-1.1.1+mc1.20-pre1.jar                        | tweed4_data_hjson                                        | 
    /META-INF/jars/tweed4-tailor-coat-1.20-1.1.3+mc1.20-pre1.jar                       | tweed4_tailor_coat                                       | 
    /META-INF/jars/tweed4-tailor-lang-json-descriptions-1.20-1.1.0+mc1.20-pre1.jar     | tweed4_tailor_lang_json_descriptions                     | 
    /META-INF/jars/tweed4-tailor-screen-1.20-1.1.4+mc1.20-pre1.jar                     | tweed4_tailor_screen                                     | 
Steam_Rails-1.7.2+fabric-mc1.20.1.jar                                                  | railways                                                 | railways.mixins.json, railways-common.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                                 | mm                                                       | mixins.mm.json, mixins.mm.refmap.json
Stellarity-v2-0e.jar                                                                   | mr_stellarity                                            | 
stonezone-1.20-2.9.10-fabric.jar                                                       | stonezone                                                | 
structureessentials-fabric-1.20.1-4.8.jar                                              | structureessentials                                      | structureessentials.mixins.json
supermartijn642configlib-1.1.8a-fabric-mc1.20.jar                                      | supermartijn642configlib                                 | supermartijn642configlib.mixins.json
supermartijn642corelib-1.1.20-fabric-mc1.20.1.jar                                      | supermartijn642corelib                                   | supermartijn642corelib.mixins.json
supplementaries-1.20-3.1.42-fabric.jar                                                 | supplementaries                                          | supplementaries-common.mixins.json, supplementaries.mixins.json
suppsquared-1.20-1.1.29.jar                                                            | suppsquared                                              | 
TAB v5.5.0 1.20 - 1.20.1.jar                                                           | tab                                                      | 
table_top_craft-fabric-1.20.1-5.0.2.jar                                                | table_top_craft                                          | table_top_craft.mixins.json
    /META-INF/jars/exp4j-0.4.8.jar                                                     | net_objecthunter_exp4j                                   | 
TerraBlender-fabric-1.20.1-3.0.1.10.jar                                                | terrablender                                             | terrablender_fabric.mixins.json, terrablender.mixins.json
    /META-INF/jars/core-3.6.7.jar                                                      | com_electronwill_night-config_core                       | 
    /META-INF/jars/toml-3.6.7.jar                                                      | com_electronwill_night-config_toml                       | 
Terralith_1.20.x_v2.5.4.jar                                                            | terralith                                                | 
Terralith_Restoned_v1.3.jar                                                            | terralith_restoned                                       | 
toms_peripherals_fabric-1.20.1-1.3.0.jar                                               | toms_peripherals                                         | 
trinkets-3.7.2.jar                                                                     | trinkets                                                 | trinkets.mixins.json
    /META-INF/jars/cardinal-components-base-5.2.0.jar                                  | cardinal-components-base                                 | 
    /META-INF/jars/cardinal-components-entity-5.2.0.jar                                | cardinal-components-entity                               | mixins.cardinal_components_entity.json
VersionCheckerMod-2.5.0.jar                                                            | kotori316_version_checker                                | 
visuality-0.7.1+1.20.jar                                                               | visuality                                                | visuality.mixins.json
waystones-fabric-1.20.1-14.1.20.jar                                                    | waystones                                                | waystones.mixins.json
xaerominimap-fabric-1.20.1-25.3.10.jar                                                 | xaerominimap                                             | xaerohud.mixins.json, xaerohud.fabric.mixins.json, xaerominimap.fabric.mixins.json, xaerominimap.mixins.json
    /META-INF/jars/xaerolib-fabric-1.20.1-1.1.0.jar                                    | xaerolib                                                 | xaerolib.fabric.mixins.json, xaerolib.mixins.json
xaeroworldmap-fabric-1.20.1-1.40.11.jar                                                | xaeroworldmap                                            | xaeroworldmap.mixins.json, xaeroworldmap.fabric.mixins.json
    /META-INF/jars/xaerolib-fabric-1.20.1-1.1.0.jar                                    | xaerolib                                                 | xaerolib.fabric.mixins.json, xaerolib.mixins.json
yet_another_config_lib_v3-3.6.6+1.20.1-fabric.jar                                      | yet_another_config_lib_v3                                | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jars/common-image-3.12.0.jar                                             | com_twelvemonkeys_common_common-image                    | 
    /META-INF/jars/common-io-3.12.0.jar                                                | com_twelvemonkeys_common_common-io                       | 
    /META-INF/jars/common-lang-3.12.0.jar                                              | com_twelvemonkeys_common_common-lang                     | 
    /META-INF/jars/gson-0.2.1.jar                                                      | org_quiltmc_parsers_gson                                 | 
    /META-INF/jars/imageio-core-3.12.0.jar                                             | com_twelvemonkeys_imageio_imageio-core                   | 
    /META-INF/jars/imageio-metadata-3.12.0.jar                                         | com_twelvemonkeys_imageio_imageio-metadata               | 
    /META-INF/jars/imageio-webp-3.12.0.jar                                             | com_twelvemonkeys_imageio_imageio-webp                   | 
    /META-INF/jars/json-0.2.1.jar                                                      | org_quiltmc_parsers_json                                 | 
zfastnoise-1.0.11+1.20.jar                                                             | zfastnoise                                               | zfastnoise.mixins.json
zoomify-2.15.2+1.20.1.jar                                                              | zoomify                                                  | zoomify.mixins.json
    /META-INF/jars/ktoml-core-jvm-0.7.1.jar                                            | com_akuleshov7_ktoml-core-jvm                            | 
